Date,open,high,low,close,volume,dividends,stock splits,macd,macdsignal,macdhist,RSI,MOM,slowk,slowd
2020-01-02 00:00:00-05:00,28.299999237060547,28.713333129882812,28.11400032043457,28.68400001525879,142981500,0.0,0.0,,,,,,,
2020-01-03 00:00:00-05:00,29.366666793823242,30.266666412353516,29.128000259399414,29.534000396728516,266677500,0.0,0.0,,,,,,,
2020-01-06 00:00:00-05:00,29.364667892456055,30.104000091552734,29.333332061767578,30.1026668548584,151995000,0.0,0.0,,,,,,,
2020-01-07 00:00:00-05:00,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,268231500,0.0,0.0,,,,,,,
2020-01-08 00:00:00-05:00,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,467164500,0.0,0.0,,,,,,,
2020-01-09 00:00:00-05:00,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,426606000,0.0,0.0,,,,,,,
2020-01-10 00:00:00-05:00,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,194392500,0.0,0.0,,,,,,,
2020-01-13 00:00:00-05:00,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,397764000,0.0,0.0,,,,,,,
2020-01-14 00:00:00-05:00,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,434943000,0.0,0.0,,,,,,83.9433737015275,79.53603792261514
2020-01-15 00:00:00-05:00,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,260532000,0.0,0.0,,,,,,82.72153078949076,81.73269659790061
2020-01-16 00:00:00-05:00,32.91666793823242,34.297332763671875,32.81133270263672,34.232666015625,326050500,0.0,0.0,,,,,5.548666000366211,67.73729239528804,78.13406562876877
2020-01-17 00:00:00-05:00,33.840667724609375,34.37799835205078,33.54399871826172,34.03333282470703,204436500,0.0,0.0,,,,,4.499332427978516,49.52824200327842,66.66235506268573
2020-01-21 00:00:00-05:00,35.349998474121094,36.571998596191406,35.227333068847656,36.47999954223633,267052500,0.0,0.0,,,,,6.37733268737793,61.640981191138984,59.63550519656848
2020-01-22 00:00:00-05:00,38.125999450683594,39.633331298828125,37.27333450317383,37.97066879272461,470535000,0.0,0.0,,,,,6.700002670288086,68.85635211563913,60.00852510335218
2020-01-23 00:00:00-05:00,37.616668701171875,38.79999923706055,37.040000915527344,38.14666748046875,294765000,0.0,0.0,,,,81.57590742586716,5.337333679199219,83.79645765397308,71.43126365358373
2020-01-24 00:00:00-05:00,38.04199981689453,38.25733184814453,36.95066833496094,37.654666900634766,215304000,0.0,0.0,,,,78.78983286706155,5.565334320068359,73.78059258645756,75.47780078535658
2020-01-27 00:00:00-05:00,36.132667541503906,37.62933349609375,35.95199966430664,37.201332092285156,204121500,0.0,0.0,,,,76.20718683976689,5.324665069580078,63.50546299825792,73.69417107956284
2020-01-28 00:00:00-05:00,37.89933395385742,38.45399856567383,37.2053337097168,37.793331146240234,176827500,0.0,0.0,,,,77.25565390321749,2.8026657104492188,54.10889156256112,63.798315715758854
2020-01-29 00:00:00-05:00,38.37933349609375,39.31999969482422,37.82866668701172,38.732666015625,267022500,0.0,0.0,,,,78.8483651720187,2.8713340759277344,59.12732390627273,58.91389282236391
2020-01-30 00:00:00-05:00,42.16133117675781,43.391998291015625,41.20000076293945,42.72066879272461,435085500,0.0,0.0,,,,83.97812138187265,8.154003143310547,74.51872876206731,62.58498141030037
2020-01-31 00:00:00-05:00,42.66666793823242,43.53333282470703,42.167999267578125,43.371334075927734,235789500,0.0,0.0,,,,84.63295362341108,9.138668060302734,90.46709775851457,74.70438347561819
2020-02-03 00:00:00-05:00,44.91266632080078,52.409332275390625,44.90133285522461,52.0,705975000,0.0,0.0,,,,90.29672455193403,17.96666717529297,95.3825580970511,86.78946153921099
2020-02-04 00:00:00-05:00,58.86399841308594,64.59933471679688,55.59199905395508,59.137332916259766,914082000,0.0,0.0,,,,92.69505579244415,22.657333374023438,91.58932921200399,92.47966168918987
2020-02-05 00:00:00-05:00,54.88399887084961,56.39866638183594,46.94066619873047,48.97999954223633,726357000,0.0,0.0,,,,67.22839587157931,11.009330749511719,70.05120096159001,85.67436275688169
2020-02-06 00:00:00-05:00,46.66133117675781,53.05533218383789,45.79999923706055,49.930667877197266,598212000,0.0,0.0,,,,68.11144380844209,11.784000396728516,49.15074324926632,70.2637578076201
2020-02-07 00:00:00-05:00,48.70333480834961,51.31666564941406,48.66666793823242,49.871334075927734,255952500,0.0,0.0,,,,67.98830962035665,12.216667175292969,31.02871858113927,50.076887597331854
2020-02-10 00:00:00-05:00,53.33333206176758,54.66600036621094,50.15999984741211,51.41866683959961,370338000,0.0,0.0,,,,69.53507658366387,14.217334747314453,29.908312522163953,36.695924784189835
2020-02-11 00:00:00-05:00,51.25266647338867,52.23400115966797,50.53333282470703,51.62533187866211,175462500,0.0,0.0,,,,69.74534616234283,13.832000732421875,36.69381912325871,32.543616742187304
2020-02-12 00:00:00-05:00,51.858001708984375,52.650001525878906,50.891334533691406,51.15266799926758,180337500,0.0,0.0,,,,68.57950130719753,12.420001983642578,48.40781398643628,38.33664854395297
2020-02-13 00:00:00-05:00,49.45600128173828,54.53333282470703,49.0,53.599998474121094,394339500,0.0,0.0,,,,71.25842857070448,10.879329681396484,65.85572684915456,50.31911998628317
2020-02-14 00:00:00-05:00,52.4813346862793,54.198001861572266,52.366668701171875,53.33533477783203,235405500,0.0,0.0,,,,70.55781361796163,9.964000701904297,73.03973526419395,62.434425366594915
2020-02-18 00:00:00-05:00,56.106666564941406,57.33333206176758,55.490665435791016,57.22666549682617,245725500,0.0,0.0,,,,74.52391888085195,5.226665496826172,85.8220768327548,74.90584631536775
2020-02-19 00:00:00-05:00,61.56666564941406,62.98533248901367,60.06800079345703,61.16133117675781,381345000,0.0,0.0,,,,77.78286127408728,2.023998260498047,87.39755359520125,82.08645523071665
2020-02-20 00:00:00-05:00,60.79666519165039,60.79999923706055,57.3293342590332,59.96066665649414,264523500,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,74.64493366293027,10.980667114257812,88.01678053017334,87.07880365270978
2020-02-21 00:00:00-05:00,60.46533203125,60.87066650390625,58.6966667175293,60.06666564941406,214722000,0.0,0.0,6.9220754802825155,6.467504511071281,0.4545709692112343,74.74181183709031,10.135997772216797,79.28138121315747,84.89857177951068
2020-02-24 00:00:00-05:00,55.93333435058594,57.56666564941406,54.813331604003906,55.58599853515625,227883000,0.0,0.0,6.515321241495684,6.477067857156162,0.03825338433952208,63.66776355309371,5.714664459228516,53.447146835992264,73.58176952644101
2020-02-25 00:00:00-05:00,56.599998474121094,57.106666564941406,52.46666717529297,53.32733154296875,259357500,0.0,0.0,5.942211906983971,6.370096667121723,-0.42788476013775245,58.92797954984906,1.9086647033691406,30.05037112308368,54.25963305741112
2020-02-26 00:00:00-05:00,52.16666793823242,54.22066879272461,51.740665435791016,51.91999816894531,211282500,0.0,0.0,5.3132111973221114,6.158719573161801,-0.8455083758396897,56.12435543102037,0.2946662902832031,6.533841336616722,30.010453098564202
2020-02-27 00:00:00-05:00,48.66666793823242,49.31800079345703,44.599998474121094,45.266666412353516,364158000,0.0,0.0,4.229104846521913,5.772796627833824,-1.5436917813119102,45.1803823843201,-5.8860015869140625,4.747944205203301,13.777385554967884
2020-02-28 00:00:00-05:00,41.97999954223633,46.03466796875,40.768001556396484,44.53266525268555,363343500,0.0,0.0,3.272986047869928,5.272834511841045,-1.9998484639711167,44.15739715122647,-9.067333221435547,9.490689606124729,6.924158382648233
2020-03-02 00:00:00-05:00,47.41733169555664,49.5793342590332,45.77799987792969,49.574668884277344,302925000,0.0,0.0,2.888802252610084,4.796028059994852,-1.9072258073847683,52.169009516758976,-3.7606658935546875,26.802877238971117,13.680503683433031
2020-03-03 00:00:00-05:00,53.66666793823242,53.798667907714844,47.740665435791016,49.70066833496094,386760000,0.0,0.0,2.5649339674597798,4.349809241487838,-1.7848752740280585,52.3529766456854,-7.525997161865234,47.570660922793614,27.95474258929647
2020-03-04 00:00:00-05:00,50.930667877197266,51.10133361816406,48.31533432006836,49.96666717529297,225735000,0.0,0.0,2.3031802729957462,3.9404834477894197,-1.6373031747936735,52.766006360961114,-11.194664001464844,63.63131016568394,46.00161610914953
2020-03-05 00:00:00-05:00,48.2513313293457,49.71666717529297,47.871334075927734,48.30266571044922,162790500,0.0,0.0,1.9391146659153549,3.540209691414607,-1.601095025499252,49.8545583373246,-11.658000946044922,64.93856946463971,58.713513517705735
