Date,open,high,low,close,volume,dividends,stock splits,macd,macdsignal,macdhist,RSI,MOM,slowk,slowd
2020-01-02 00:00:00+08:00,13.019815148115926,13.019815148115926,12.925808906555176,12.925808906555176,5681530,0.0,0.0,,,,,,,
2020-01-03 00:00:00+08:00,12.972811698913574,13.01981481850401,12.925808579323139,12.972811698913574,3233513,0.0,0.0,,,,,,,
2020-01-06 00:00:00+08:00,12.878806114196777,12.925809236175777,12.831802992217778,12.878806114196777,5666281,0.0,0.0,,,,,,,
2020-01-07 00:00:00+08:00,12.878806445024784,12.925809568211191,12.831803321838379,12.831803321838379,3841615,0.0,0.0,,,,,,,
2020-01-08 00:00:00+08:00,12.83180179689628,12.878804914496794,12.784799575805664,12.784799575805664,7719022,0.0,0.0,,,,,,,
2020-01-09 00:00:00+08:00,12.78480011706177,13.01981481850401,12.78480011706177,12.972811698913574,11849084,0.0,0.0,,,,,,,
2020-01-10 00:00:00+08:00,12.97281232309432,13.066817670288275,12.97281232309432,13.019815444946289,8539617,0.0,0.0,,,,,,,
2020-01-13 00:00:00+08:00,12.878806114196777,12.925809236175777,12.784800766748761,12.878806114196777,18139408,0.0,0.0,,,,,,,
2020-01-14 00:00:00+08:00,12.878804914496794,12.92580803209731,12.690793340604632,12.784799575805664,22680977,0.0,0.0,,,,,,47.22238910123721,55.74087190145311
2020-01-15 00:00:00+08:00,12.784800231108319,12.784800231108319,12.643790871079142,12.690793991088867,19590376,0.0,0.0,,,,,,23.148232819062333,45.30877357798007
2020-01-16 00:00:00+08:00,12.737796458205148,12.784799575805664,12.690793340604632,12.784799575805664,6704615,0.0,0.0,,,,,-0.14100933074951172,23.148154913207055,31.172925611168864
2020-01-17 00:00:00+08:00,12.784799575805664,12.784799575805664,12.737796458205148,12.784799575805664,4729405,0.0,0.0,,,,,-0.18801212310791016,31.481418226640063,25.92593531963648
2020-01-20 00:00:00+08:00,12.784799575805664,12.83180179689628,12.737796458205148,12.784799575805664,5809133,0.0,0.0,,,,,-0.09400653839111328,44.44438465721641,33.024652599021174
